ID	DOCULECT	CONCEPT	FORM	TOKENS	ATTESTED	ANCESTOR	RELATION	PROCESS	COGID	ROOT	STEM	ALIGNMENT	WORD_CLASS	INFLECTION_CLASS	CASE	GENDER	QUESTIONMARK	SQUAREBRACKET	UNSURE	NOTES
657	Germanic	?	bǣrja-	β ɛː r j a	0	922	inheritance	inheritance	0	bʰer	1		substantive			neuter		[	[	
658	Germanic	?	bǣrjan	β ɛː r j a n	0	657	inflection	n.sg.	104	bʰer	0	β ɛː r j a n	substantive		n.sg.	neuter		[	[	
659	Old High German	?	bāre-	b aː r e	0	657	inheritance	inheritance	0	bʰer	1		substantive			neuter		[	[	
660	Old High German	?	bāre	b aː r e	0	659	inflection	n.sg.	104	bʰer	0	b aː r - e -	substantive		n.sg.	neuter		[	[	
661	Old High German	das Wesen einer Person kennzeichnendes Verhalten, Gebaren	ge-bāre-	g e b aː r e	0	659	prefixation	prefix: g e	0	bʰer	1		substantive			neuter		[	[	
662	Old High German	das Wesen einer Person kennzeichnendes Verhalten, Gebaren	ge-bāre	g e b aː r e	1	661	inflection	n.sg.	0	bʰer	0	g e b aː r e	substantive		n.sg.	neuter		[	[	
663	Indo-European	?	bʰēr-i̯ah₂-	bʱ ɛː ɾ j a χ	0	361	derivation	lengthened grade, suffix: j a χ	0	bʰer	1		substantive			feminine				
664	Indo-European	?	bʰēri̯ah₂	bʱ ɛː ɾ j a χ	0	663	inflection	n.sg.	105	bʰer	0	bʱ ɛː ɾ j a χ	substantive		n.sg.	feminine				
665	Vedic	Frau, Gattin	bhāryā̀-	bʱ aː ɾ j ˈaː	0	663	inheritance	inheritance	0	bʰer	1		substantive			feminine				
666	Vedic	Frau, Gattin	bhāryā̀	bʱ aː ɾ j ˈaː	1	665	inflection	n.sg.	105	bʰer	0	bʱ aː ɾ j ˈaː -	substantive		n.sg.	feminine				
667	Indo-European	?	bʰr̩-tó-	bʱ ɾ̩ t ˈɔ	0	361	derivation	zero-grade, suffix: t ˈɔ	0	bʰer	1		adjective							
668	Indo-European	?	bʰr̩tós	bʱ ɾ̩ t ˈɔ s	0	667	inflection	n.sg.masculine	106	bʰer	0	bʱ ɾ̩ t ˈɔ s	adjective		n.sg.	masculine				
669	Vedic	gebracht, gepflegt, gehegt	br̩tá-	b r̩ t ˈɐ	0	667	inheritance	inheritance	0	bʰer	1		adjective							
670	Vedic	gebracht, gepflegt, gehegt	br̩táḥ	b r̩ t ˈɐ h	0	669	inflection	n.sg.masculine	106	bʰer	0	b r̩ t ˈɐ h	adjective		n.sg.	masculine				
671	Vedic	hergebracht	ā́br̩tá-	ˈaː b r̩ t ˈɐ	0	669	prefixation	prefix: ˈaː	0	bʰer	1		adjective							
672	Vedic	hergebracht	ā́br̩táḥ	ˈaː b r̩ t ˈɐ h	1	671	inflection	n.sg.masculine	0	bʰer	0	ˈaː b r̩ t ˈɐ h	adjective		n.sg.	masculine				
673	Vedic	wohlgepflegt	súbr̩tá-	s ˈu b r̩ t ˈɐ	0	669	prefixation	prefix: s ˈu	0	bʰer	1		adjective							
674	Vedic	wohlgepflegt	súbr̩táḥ	s ˈu b r̩ t ˈɐ h	1	673	inflection	n.sg.masculine	0	bʰer	0	s ˈu b r̩ t ˈɐ h	adjective		n.sg.	masculine				
675	Indo-European	?	bʰr̩tóm	bʱ ɾ̩ t ˈɔ m	0	930	inflection	n.sg.	107	bʰer	0	bʱ - ɾ̩ t ˈɔ m	substantive		n.sg.	neuter				
676	Latin	Diebstahl, gestohlenes Gut, heimlicher Streich	fūrto-	f uː ɾ t ɔ	0	678	analogy	analogy: 366	0	bʰer	1		substantive			neuter				
677	Latin	Diebstahl, gestohlenes Gut, heimlicher Streich	fūrtum	f uː ɾ t ʊ m	1	676	inflection	n.sg.	0	bʰer	0	f uː ɾ t ʊ m	substantive		n.sg.	neuter				
678	Latin	Diebstahl, gestohlenes Gut, heimlicher Streich	furto-	f ʊ ɾ t ɔ	0	930	inheritance	inheritance	0	bʰer	1		substantive			neuter				
679	Latin	Diebstahl, gestohlenes Gut, heimlicher Streich	furtum	f ʊ ɾ t ʊ m	1	678	inflection	n.sg.	107	bʰer	0	f ʊ ɾ t ʊ m	substantive		n.sg.	neuter				
680	Indo-European	?	bʰer-to-	bʱ ɛ ɾ t ɔ	0	361	suffixation	suffix: t ɔ	0	bʰer	1									
681	Indo-European	?	bʰertos	bʱ ɛ ɾ t ɔ s	0	680	inflection	n.sg.	108	bʰer	0	bʱ ɛ ɾ t ɔ s			n.sg.	masculine				
682	Greek	?	-φερτο-	pʰ ɛ ɾ t ɔ	0	680	inheritance	inheritance	0	bʰer	1									
683	Greek	?	φερτος	pʰ ɛ ɾ t ɔ s	0	682	inflection	n.sg.	108	bʰer	0	pʰ ɛ ɾ t ɔ s			n.sg.	masculine				
684	Greek	verbunden	σύμ-φερτο-	s ˈʏ m pʰ ɛ ɾ t ɔ	0	682	prefixation	prefix: s ˈʏ m	0	bʰer	1		adjective							
685	Greek	verbunden	σύμφερτος	s ˈʏ m pʰ ɛ ɾ t ɔ s	1	684	inflection	n.sg.masculine	0	bʰer	0	s ˈʏ m pʰ ɛ ɾ t ɔ s	adjective		n.sg.	masculine				
686	Greek	unerträglich	ἄ-φερτο-	ˈa pʰ ɛ ɾ t ɔ	0	682	prefixation	prefix: ˈa	0	bʰer	1		adjective							
687	Greek	unerträglich	ἄφερτος	ˈa pʰ ɛ ɾ t ɔ s	1	686	inflection	n.sg.masculine	0	bʰer	0	ˈa pʰ ɛ ɾ t ɔ s	adjective		n.sg.	masculine				
688	Indo-European	?	bʰertom	bʱ ɛ ɾ t ɔ m	0	918	inflection	n.sg.	109	bʰer	0	bʱ ɛ ɾ t ɔ m	substantive		n.sg.	neuter				
689	Germanic	?	berþa-	β ɛ r θ a	0	918	inheritance	inheritance	0	bʰer	1		substantive			neuter				
690	Germanic	?	berþan	β ɛ r θ a n	0	689	inflection	n.sg.	109	bʰer	0	β ɛ r θ a n	substantive		n.sg.	neuter				
691	Old High German	Gewächs, Brut	berd-	b e r d	0	689	inheritance	inheritance	0	bʰer	1		substantive			neuter				
692	Old High German	Gewächs, Brut	berd	b e r d	1	691	inflection	n.sg.	109	bʰer	0	b e r d - -	substantive		n.sg.	neuter				
693	Greek	Last, Ladung	φόρτο-	pʰ ˈɔ ɾ t ɔ	0	926	inheritance	inheritance	0	bʰer	1		substantive			masculine				
694	Greek	Last, Ladung	φόρτος	pʰ ˈɔ ɾ t ɔ s	1	693	inflection	n.sg.	110	bʰer	0	pʰ ˈɔ ɾ t ɔ s	substantive		n.sg.	masculine				
695	Indo-European	?	bʰr-eto-	bʱ ɾ ɛ t ɔ	0	361	derivation	zero-grade, suffix: ɛ t ɔ	0	bʰer	1		substantive			neuter	?		?	
696	Indo-European	?	bʰretom	bʱ ɾ ɛ t ɔ m	0	695	inflection	n.sg.	111	bʰer	0	bʱ ɾ ɛ t ɔ m	substantive		n.sg.	neuter	?		?	
697	Latin	Brandung, Wallung des Meeres, Meerenge	freto-	f ɾ ɛ t ɔ	0	695	inheritance	inheritance	0	bʰer	1		substantive			neuter				
698	Latin	Brandung, Wallung des Meeres, Meerenge	fretum	f ɾ ɛ t ʊ m	1	697	inflection	n.sg.	111	bʰer	0	f ɾ ɛ t ʊ m	substantive		n.sg.	neuter				
699	Indo-European	?	bʰer-eto-	bʱ ɛ ɾ ɛ t ɔ	0	361	suffixation	suffix: ɛ t ɔ	0	bʰer	1		substantive			masculine	?		?	
700	Indo-European	?	bʰeretos	bʱ ɛ ɾ ɛ t ɔ s	0	699	inflection	n.sg.	112	bʰer	0	bʱ ɛ ɾ ɛ t ɔ s	substantive		n.sg.	masculine	?		?	
701	Vedic	Name eines Stammes oder Volkes bzw. einer Dynastie, der Stammeskönig der bharatá-, m.Pl. die bharatá-Nachkommen	bharatá-	bʱ ɐ ɾ ɐ t ˈɐ	0	699	inheritance	inheritance	0	bʰer	1		substantive			masculine				
702	Vedic	Name eines Stammes oder Volkes bzw. einer Dynastie, der Stammeskönig der bharatá-, m.Pl. die bharatá-Nachkommen	bharatáḥ	bʱ ɐ ɾ ɐ t ˈɐ h	1	701	inflection	n.sg.	112	bʰer	0	bʱ ɐ ɾ ɐ t ˈɐ h	substantive		n.sg.	masculine				
703	Indo-European	?	bʰr̩-tro-	bʱ ɾ̩ t ɾ ɔ	0	361	derivation	zero-grade, suffix: t ɾ ɔ	0	bʰer	1		adjective							
704	Indo-European	?	bʰr̩tros	bʱ ɾ̩ t ɾ ɔ s	0	703	inflection	n.sg.masculine	113	bʰer	0	bʱ ɾ̩ t ɾ ɔ s	adjective		n.sg.	masculine				
705	Vedic	?	bhr̩tra-	bʱ r̩ t ɾ ɐ	0	703	inheritance	inheritance	0	bʰer	1		adjective							
706	Vedic	?	bhr̩traḥ	bʱ r̩ t ɾ ɐ h	0	705	inflection	n.sg.masculine	113	bʰer	0	bʱ r̩ t ɾ ɐ h	adjective		n.sg.	masculine				
707	Indo-European	?	bʰer-tro-	bʱ ɛ ɾ t ɾ ɔ	0	361	suffixation	suffix: t ɾ ɔ	0	bʰer	1		substantive			neuter				
708	Indo-European	?	bʰertrom	bʱ ɛ ɾ t ɾ ɔ m	0	707	inflection	n.sg.	114	bʰer	0	bʱ ɛ ɾ t ɾ ɔ m	substantive		n.sg.	neuter				
709	Greek	Bahre	φέρτρο-	pʰ ˈɛ ɾ t ɾ ɔ	0	707	inheritance	inheritance	0	bʰer	1		substantive			neuter				
710	Greek	Bahre	φέρτρον	pʰ ˈɛ ɾ t ɾ ɔ n	1	709	inflection	n.sg.	114	bʰer	0	pʰ ˈɛ ɾ t ɾ ɔ n	substantive		n.sg.	neuter				
711	Germanic	?	berþra-	β ɛ r θ r a	0	707	inheritance	inheritance	0	bʰer	1		substantive			neuter				
712	Germanic	?	berþran	β ɛ r θ r a n	0	711	inflection	n.sg.	114	bʰer	0	β ɛ r θ r a n	substantive		n.sg.	neuter				
713	Indo-European	?	bʰer-tlo-	bʱ ɛ ɾ t l ɔ	0	361	suffixation	suffix: t l ɔ	0	bʰer	1		substantive			neuter				
714	Indo-European	?	bʰertlom	bʱ ɛ ɾ t l ɔ m	0	713	inflection	n.sg.	115	bʰer	0	bʱ ɛ ɾ t - l ɔ m	substantive		n.sg.	neuter				
715	Latin	Bahre, Speisebrett	ferculo-	f ɛ ɾ k ʊ l ɔ	0	713	inheritance	inheritance	0	bʰer	1		substantive			neuter	?		?	
716	Latin	Bahre, Speisebrett	ferculum	f ɛ ɾ k ʊ l ʊ m	1	715	inflection	n.sg.	115	bʰer	0	f ɛ ɾ k ʊ l ʊ m	substantive		n.sg.	neuter	?		?	
717	Indo-European	hoch werden, sich erheben	bʰerǵʰ-	bʱ ɛ ɾ gʱ	0				0	bʰerǵʰ	1		root							
718	Indo-European	?	bʰr̩ǵʰ-	bʱ ɾ̩ gʱ	0	717	derivation	zero-grade	0	bʰerǵʰ	1		substantive			feminine				
719	Indo-European	?	bʰr̩ǵʰs	bʱ ɾ̩ gʱ s	0	718	inflection	n.sg.	116	bʰerǵʰ	0	bʱ - ɾ̩ gʱ s	substantive		n.sg.	feminine				
720	Germanic	?	burg-	β u r ɣ	0	718	inheritance	inheritance	0	bʰerǵʰ	1		substantive			feminine				
721	Germanic	?	burgs	β u r ɣ s	0	720	inflection	n.sg.	116	bʰerǵʰ	0	β u r ɣ s	substantive		n.sg.	feminine				
722	Old High German	Stadt, Burg	burg-	b u r g	0	720	inheritance	inheritance	0	bʰerǵʰ	1		substantive			feminine				
723	Old High German	Stadt, Burg	burg	b u r g	1	722	inflection	n.sg.	116	bʰerǵʰ	0	b u r g -	substantive		n.sg.	feminine				
724	Indo-European	?	bʰerǵʰ-o-	bʱ ɛ ɾ gʱ ɔ	0	717	suffixation	suffix: ɔ	0	bʰerǵʰ	1		substantive			masculine				
725	Indo-European	?	bʰerǵʰos	bʱ ɛ ɾ gʱ ɔ s	0	724	inflection	n.sg.	117	bʰerǵʰ	0	bʱ ɛ ɾ gʱ ɔ s	substantive		n.sg.	masculine				
726	Germanic	?	berga-	β ɛ r ɣ a	0	724	inheritance	inheritance	0	bʰerǵʰ	1		substantive			masculine				
727	Germanic	?	bergaz	β ɛ r ɣ a z	0	726	inflection	n.sg.	117	bʰerǵʰ	0	β ɛ r ɣ a z	substantive		n.sg.	masculine				
728	Old High German	Berg	berg-	b e r g	0	726	inheritance	inheritance	0	bʰerǵʰ	1		substantive			masculine				
729	Old High German	Berg	berg	b e r g	1	728	inflection	n.sg.	117	bʰerǵʰ	0	b e r g - -	substantive		n.sg.	masculine				
730	Indo-European	?	bʰerǵʰ-es-	bʱ ɛ ɾ gʱ ɛ s	0	717	suffixation	suffix: ɛ s	0	bʰerǵʰ	1									
731	Indo-European	?	bʰerǵʰes	bʱ ɛ ɾ gʱ ɛ s	0	730	inflection	n.sg.	118	bʰerǵʰ	0	bʱ ɛ ɾ gʱ ɛ s			n.sg.					
732	Vedic	?	-barhas-	b ɐ ɾ ɦ ɐ s	0	730	inheritance	inheritance	0	bʰerǵʰ	1						?		?	
733	Vedic	?	-barhaḥ	b ɐ ɾ ɦ ɐ h	0	732	inflection	n.sg.	118	bʰerǵʰ	0	b ɐ ɾ ɦ ɐ h			n.sg.		?		?	
734	Vedic	felsenfest	ádribarhas-	ˈɐ d ɾ i b ɐ ɾ ɦ ɐ s	0	732	compound	compound2 with 0 ˈɐ d ɾ i	0	bʰerǵʰ	1		adjective				?		?	
735	Vedic	felsenfest	ádribarhaḥ	ˈɐ d ɾ i b ɐ ɾ ɦ ɐ h	1	734	inflection	n.sg.masculine	0	bʰerǵʰ	0	ˈɐ d ɾ i b ɐ ɾ ɦ ɐ h	adjective		n.sg.	neuter	?		?	
736	Vedic	doppelte Stärke habend	dvibarhas-	d w i b ɐ ɾ ɦ ɐ s	0	732	compound	compound2 with 0 d w i	0	bʰerǵʰ	1		adjective				?		?	
737	Vedic	doppelte Stärke habend	dvibarhaḥ	d w i b ɐ ɾ ɦ ɐ h	1	736	inflection	n.sg.masculine	0	bʰerǵʰ	0	d w i b ɐ ɾ ɦ ɐ h	adjective		n.sg.	neuter	?		?	
738	Indo-European	?	bʰerǵʰ-isth₂o-	bʱ ɛ ɾ gʱ i s t χ ɔ	0	717	suffixation	suffix: i s t χ ɔ	0	bʰerǵʰ	1		adjective							
739	Indo-European	?	bʰerǵʰisth₂os	bʱ ɛ ɾ gʱ i s t χ ɔ s	0	738	inflection	n.sg.masculine	119	bʰerǵʰ	0	bʱ ɛ ɾ gʱ i s t χ ɔ s	adjective		n.sg.	masculine				
740	Vedic	sehr kräftig, sehr erhaben, sehr laut	bárhiṣṭha-	b ˈɐ ɾ ɦ i ʂ ʈʰ ɐ	0	738	inheritance	inheritance	0	bʰerǵʰ	1		adjective							
741	Vedic	sehr kräftig, sehr erhaben, sehr laut	bárhiṣṭhaḥ	b ˈɐ ɾ ɦ i ʂ ʈʰ ɐ h	1	740	inflection	n.sg.masculine	119	bʰerǵʰ	0	b ˈɐ ɾ ɦ i ʂ ʈʰ - ɐ h	adjective		n.sg.	masculine				
742	Indo-European	?	bʰr̩ǵʰ-ónt-	bʱ ɾ̩ gʱ ˈɔ n t	0	717	derivation	zero-grade, suffix: ˈɔ n t	0	bʰerǵʰ	1		adjective							
743	Indo-European	?	bʰr̩ǵʰ-ént-	bʱ ɾ̩ gʱ ˈɛ n t	0	717	derivation	zero-grade, suffix: ˈɛ n t	0	bʰerǵʰ	1		adjective							
744	Indo-European	?	bʰr̩ǵʰónts	bʱ ɾ̩ gʱ ˈɔ n t s	0	742	inflection	n.sg.masculine	120	bʰerǵʰ	0	bʱ ɾ̩ gʱ ˈɔ n t s	adjective		n.sg.	masculine				
745	Indo-European	?	bʰr̩ǵʰénts	bʱ ɾ̩ gʱ ˈɛ n t s	0	743	inflection	n.sg.masculine	120	bʰerǵʰ	0	bʱ ɾ̩ gʱ ˈɛ n t s	adjective		n.sg.	masculine				
746	Vedic	groß, erhaben, hoch, weit, dicht, laut	br̩hánt-	b r̩ ɦ ˈɐ n t	0	743	inheritance	inheritance	0	bʰerǵʰ	1		adjective							
747	Vedic	groß, erhaben, hoch, weit, dicht, laut	br̩hán	b r̩ ɦ ˈɐ n	1	746	inflection	n.sg.masculine	120	bʰerǵʰ	0	b r̩ ɦ ˈɐ n - -	adjective		n.sg.	masculine				
748	Indo-European	?	bʰr̩ǵʰ-n̩t-ih₂-	bʱ ɾ̩ gʱ n̩ t i χ	0	743	derivation	suffix-replacement: ˈɛ n t, n̩ t i χ	0	bʰerǵʰ	1		adjective							
749	Indo-European	?	bʰr̩ǵʰ-n̩tih₂	bʱ ɾ̩ gʱ n̩ t i χ	0	748	inflection	n.sg.feminine	121	bʰerǵʰ	0	bʱ - ɾ̩ gʱ - n̩ t i χ	adjective		n.sg.	feminine				this could also be treated as belonging to the same stem as 746
750	Vedic	groß, erhaben	br̩hat-	b r̩ ɦ ɐ t	0	748	inheritance	inheritance	0	bʰerǵʰ	1		adjective							
751	Vedic	groß, erhaben	br̩hatī́	b r̩ ɦ ɐ t ˈiː	1	750	inflection	n.sg.feminine	121	bʰerǵʰ	0	b - r̩ ɦ - ɐ t ˈiː -	adjective		n.sg.	feminine				
752	Germanic	?	burgundja-	β u r ɣ u n ð j a	0	748	inheritance	inheritance	0	bʰerǵʰ	1		adjective							
753	Germanic	?	burgundī	β u r ɣ u n ð iː	0	752	inflection	n.sg.feminine	121	bʰerǵʰ	0	β u r ɣ u n ð iː -	adjective		n.sg.	feminine				
754	Old High German	(Personenname)	Purgunt-	p u r g u n t	0	932	derivation	conversion to substantive	0	bʰerǵʰ	1		substantive							
755	Old High German	(Personenname)	Purgunt	p u r g u n t	1	754	inflection	n.sg.	0	bʰerǵʰ	0	p u r g u n t	substantive		n.sg.	masculine				
756	Indo-European	?	-bʰr̩ǵʰ-to-	bʱ ɾ̩ gʱ t ɔ	0	717	derivation	zero-grade, suffix: t ɔ	0	bʰerǵʰ	1									
757	Indo-European	?	-bʰr̩ǵʰtos	bʱ ɾ̩ gʱ t ɔ s	0	756	inflection	n.sg.	123	bʰerǵʰ	0	bʱ ɾ̩ gʱ t ɔ s			n.sg.					
758	Vedic	fest, stark	-br̩ḍha-	b r̩ ɖ̤ʱ ɐ	0	756	inheritance	inheritance	0	bʰerǵʰ	1									
759	Vedic	fest, stark	-br̩ḍhaḥ	b r̩ ɖ̤ʱ ɐ h	0	758	inflection	n.sg.	123	bʰerǵʰ	0	b r̩ - ɖ̤ʱ ɐ h			n.sg.					
760	Indo-European	reiben, fegen, (zer)kauen	bʰes-	bʱ ɛ s	0				0	bʰes-	1		root							
761	Indo-European	reiben, fegen, (zer)kauen	bʰesi	bʱ ɛ s i	0	937	inflection	d.sg.	124	bʰes-	0	bʱ ɛ s i	substantive		l.sg.					
762	Old Indic	Asche	bhas-	bʱ ɐ s	0	937	inheritance	inheritance	0	bʰes-	1		substantive							
763	Old Indic	Asche	bhasi	bʱ ɐ s i	1	762	inflection	n.sg.	124	bʰes-	0	bʱ ɐ s i	substantive		l.sg.					
764	Indo-European	?	-bʰs-u-	bʱ s u	0	760	derivation	zero-grade, suffix: u	0	bʰes-	1		substantive							
765	Indo-European	?	-bʰsus	bʱ s u s	0	764	inflection	n.sg.	125	bʰes-	0	bʱ s u s	substantive		n.sg.					
766	Vedic	Lebenshauch, Atemhauch	-psu-	p s u	0	764	inheritance	inheritance	0	bʰes-	1		substantive							
767	Vedic	Lebenshauch, Atemhauch	-psuḥ	p s u h	0	766	inflection	n.sg.	125	bʰes-	0	p s u h	substantive		n.sg.					
768	Vedic	Lebenshauch, -kraft	á-psu-	ˈɐ p s u	0	766	prefixation	prefix: ˈɐ	0	bʰes-	1		substantive							
769	Vedic	Lebenshauch, -kraft	á-psuḥ	ˈɐ p s u h	1	768	inflection	n.sg.	0	bʰes-	0	ˈɐ p s u h	substantive		n.sg.					
770	Vedic	mit rötlichem Atemhauch (von der Morgenröte usw.)	arun̩á-psu-	ɐ ɾ u ɳ ˈɐ p s u	0	766	compound	compound2 with 0 ɐ ɾ u ɳ ˈɐ	0	bʰes-	1		adjective							
771	Vedic	mit rötlichem Atemhauch (von der Morgenröte usw.)	arun̩á-psuḥ	ɐ ɾ u ɳ ˈɐ p s u h	1	770	inflection	n.sg.masculine	0	bʰes-	0	ɐ ɾ u ɳ ˈɐ p s u h	adjective		n.sg.	masculine				
772	Greek	Hauch, Atem, (Lebens)kraft, Seele	ψῡχή-	ps yː kʰ ˈɛː	0	891	derivation	lengthening suffix: kʰ ˈɛː	0	bʰes-	1		substantive			feminine	?	[	?[	
773	Greek	Hauch, Atem, (Lebens)kraft, Seele	ψῡχή	ps yː kʰ ˈɛː	1	772	inflection	n.sg.	0	bʰes-	0	ps yː kʰ ˈɛː	substantive		n.sg.	feminine	?	[	?[	
774	Greek	Kälte	ψῦχο-	ps ˈyː kʰ ɔ	0	891	derivation	lengthening suffix: kʰ ɔ	0	bʰes-	1		substantive			masculine				
775	Greek	Kälte	ψῦχος	ps ˈyː kʰ ɔ s	1	774	inflection	n.sg.	0	bʰes-	0	ps ˈyː kʰ ɔ s	substantive		n.sg.	masculine				
776	Greek	kalt	ψυχρό-	ps ʏ kʰ ɾ ˈɔ	0	891	suffixation	suffix: kʰ ɾ ɔ	0	bʰes-	1		adjective							
777	Greek	kalt	ψυχρός	ps ʏ kʰ ɾ ˈɔ s	1	776	inflection	n.sg.	0	bʰes-	0	ps ʏ kʰ ɾ ˈɔ s	adjective		n.sg.	masculine				
778	Indo-European	?	bʰés-men-	bʱ ˈɛ s m ɛ n	0	760	suffixation	suffix: m ɛ n	0	bʰes-	1		substantive			neuter				
779	Indo-European	?	bʰésmn̩	bʱ ˈɛ s m n̩	0	778	inflection	n.sg.	126	bʰes-	0	bʱ ˈɛ s m n̩	substantive		n.sg.	neuter				
780	Vedic	Asche	bhásman-	bʱ ˈɐ s m ɐ n	0	778	inheritance	inheritance	0	bʰes-	1		substantive			neuter				
781	Vedic	Asche	bhásma	bʱ ˈɐ s m ɐ	1	780	inflection	n.sg.	126	bʰes-	0	bʱ ˈɐ s m ɐ	substantive		n.sg.	neuter				
782	Vedic	beißend, zerbeißend, blasend, schnaubend (Epitheton des Windes)	bhásman-	bʱ ˈɐ s m ɐ n	0	919	inheritance	inheritance	0	bʰes-	1		adjective							
783	Vedic	beißend, zerbeißend, blasend, schnaubend (Epitheton des Windes)	bhásmā	bʱ ˈɐ s m aː	1	782	inflection	n.sg.masculine	128	bʰes-	0	bʱ ˈɐ s m aː -	adjective		n.sg.	masculine				
784	Indo-European	?	bʰes-men-	bʱ ɛ s m ɛ n	0	760	suffixation	suffix: m ɛ n	0	bʰes-	1		substantive			masculine				
785	Indo-European	?	bʰesmōn	bʱ ɛ s m ɔː n	0	784	inflection	n.sg.	127	bʰes-	0	bʱ ɛ s - m ɔː n	substantive		n.sg.	masculine				
786	Germanic	Besen	besman-	β ɛ s m a n	0	784	inheritance	inheritance	0	bʰes-	1		substantive			masculine				
787	Germanic	Besen	besmō	β ɛ s m ɔː	0	786	inflection	n.sg.	127	bʰes-	0	β ɛ s - m ɔː -	substantive		n.sg.	masculine				
788	Old High German	Besen	besmo-	b e s̺ m o	0	786	inheritance	inheritance	0	bʰes-	1		substantive			masculine				
789	Old High German	Besen	besmo	b e s̺ m o	1	788	inflection	n.sg.	127	bʰes-	0	b e s̺ - m o -	substantive		n.sg.	masculine				
790	Old High German	Besen	besamo-	b e s̺ a m o	0	786	inheritance	inheritance	0	bʰes-	1		substantive			masculine				
791	Old High German	Besen	besamo	b e s̺ a m o	1	790	inflection	n.sg.	127	bʰes-	0	b e s̺ a m o -	substantive		n.sg.	masculine				
792	Indo-European	?	bʰes-ed-	bʱ ɛ s ɛ d	0	760	suffixation	suffix: ɛ d	0	bʰes-	1		substantive			feminine				
793	Indo-European	?	bʰesods	bʱ ɛ s ɔ d s	0	792	inflection	n.sg.	129	bʰes-	0	bʱ ɛ s ɔ d s	substantive		n.sg.	feminine				
794	Indo-European	?	bʰeseds	bʱ ɛ s ɛ d s	0	792	inflection	n.sg.	129	bʰes-	0	bʱ ɛ s ɛ d s	substantive		n.sg.	feminine				
795	Vedic	Hinterteil, männliche Scham?, weibliche Scham, Steiß	bhasád-	bʱ ɐ s ˈɐ d	0	792	inheritance	inheritance	0	bʰes-	1		substantive			feminine	?		?	
796	Vedic	Hinterteil, männliche Scham?, weibliche Scham, Steiß	bhasát	bʱ ɐ s ˈɐ t	1	795	inflection	n.sg.	129	bʰes-	0	bʱ ɐ s ˈɐ t -	substantive		n.sg.	feminine	?		?	
797	Indo-European	?	bʰós-o-	bʱ ˈɔ s ɔ	0	760	derivation	o-grade, suffix: ɔ	0	bʰes-	1		substantive			masculine	?		?	
798	Indo-European	?	bʰósos	bʱ ˈɔ s ɔ s	0	797	inflection	n.sg.	130	bʰes-	0	bʱ ˈɔ s ɔ s	substantive		n.sg.	masculine	?		?	
799	Vedic	ein Raubvogel	bhāsa-	bʱ aː s ɐ	0	797	inheritance	inheritance	0	bʰes-	1		substantive			masculine				
800	Vedic	ein Raubvogel	bhāsaḥ	bʱ aː s ɐ h	1	799	inflection	n.sg.	130	bʰes-	0	bʱ aː s ɐ h	substantive		n.sg.	masculine				
801	Indo-European	?	bʰos-ó-	bʱ ɔ s ˈɔ	0	760	derivation	o-grade, suffix: ˈɔ	0	bʰes-	1		adjective							
802	Indo-European	?	bʰosós	bʱ ɔ s ˈɔ s	0	801	inflection	n.sg.masculine	131	bʰes-	0	bʱ ɔ s ˈɔ s	adjective		n.sg.	masculine				
803	Germanic	entblößt	baza-	β a z a	0	801	inheritance	inheritance	0	bʰes-	1		adjective							
804	Germanic	entblößt	bazaz	β a z a z	0	803	inflection	n.sg.masculine	131	bʰes-	0	β a z a z	adjective		n.sg.	masculine				
805	Old High German	entblößt	bar-	b a r	0	803	inheritance	inheritance	0	bʰes-	1		adjective							
806	Old High German	entblößt	bar	b a r	1	805	inflection	n.sg.masculine	131	bʰes-	0	b a r - -	adjective		n.sg.	masculine				
807	Indo-European	?	bʰos-to-	bʱ ɔ s t ɔ	0	760	derivation	o-grade, suffix: t ɔ	0	bʰes-	1		substantive			masculine				
808	Indo-European	?	bʰostos	bʱ ɔ s t ɔ s	0	807	inflection	n.sg.	132	bʰes-	0	bʱ ɔ s t ɔ s	substantive		n.sg.	masculine				
809	Germanic	Bast (innere Schicht der Pflanzenschicht), Bastseil	basta-	β a s t a	0	807	inheritance	inheritance	0	bʰes-	1		substantive			masculine				
810	Germanic	Bast (innere Schicht der Pflanzenschicht), Bastseil	bastaz	β a s t a z	0	809	inflection	n.sg.	132	bʰes-	0	β a s t a z	substantive		n.sg.	masculine				
811	Old High German	Bast (innere Schicht der Pflanzenschicht), Bastseil	bast-	b a s̺ t	0	809	inheritance	inheritance	0	bʰes-	1		substantive			masculine				
812	Old High German	Bast (innere Schicht der Pflanzenschicht), Bastseil	bast	b a s̺ t	1	811	inflection	n.sg.	132	bʰes-	0	b a s̺ t - -	substantive		n.sg.	masculine				
813	Indo-European	?	bʰes-trah₂-	bʱ ɛ s t ɾ a χ	0	760	suffixation	suffix: t ɾ a χ	0	bʰes-	1		substantive			feminine				
814	Indo-European	?	bʰestrah₂	bʱ ɛ s t ɾ a χ	0	813	inflection	n.sg.	133	bʰes-	0	bʱ ɛ s t ɾ a χ	substantive		n.sg.	feminine				
815	Vedic	(Leder)schlauch, Lederflasche, Sack, Balg	bhastrā-	bʱ ɐ s t ɾ aː	0	813	inheritance	inheritance	0	bʰes-	1		substantive			feminine				
